VIN,Date,TotalVoltage,TotalCurrent,CellMaxVoltage,CellMinVoltage,MaxTemperature,MinTemperature,Label
B8Y3FXPDX7UV091TL,2019-10-05,349.15862635557016,-2.8342096615182384,3.6388800525796916,3.6265399277029253,31.96976667762077,29.58757804797897,0.0
B8Y3FXPDX7UV091TL,2019-10-06,385.0264957264956,5.6982905982905985,4.018307692307692,3.994213675213675,25.52991452991453,23.957264957264957,0.0
B8Y3FXPDX7UV091TL,2019-10-07,371.57198067632845,6.633333333333333,3.8768937198067634,3.8558067632850244,24.729468599033815,23.357487922705314,0.0
B8Y3FXPDX7UV091TL,2019-10-08,362.5954545454545,9.033333333333333,3.7822575757575763,3.761363636363636,25.96969696969697,24.0,0.0
B8Y3FXPDX7UV091TL,2019-10-09,357.9791666666667,5.004166666666666,3.734875,3.712229166666667,25.958333333333332,24.0,0.0
B8Y3FXPDX7UV091TL,2019-10-10,355.8005481120584,-2.268940316686967,3.7084652862362972,3.6943380024360537,29.32095006090134,26.866626065773445,0.0
B8Y3FXPDX7UV091TL,2019-10-11,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-10-12,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-10-13,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-10-14,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-10-15,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-10-16,360.4306878306878,13.853703703703703,3.7588650793650795,3.738804232804233,28.12169312169312,26.43915343915344,0.0
B8Y3FXPDX7UV091TL,2019-10-17,348.71458124791457,-1.9487821154487819,3.6333316649983316,3.621735068401735,30.882215548882215,28.837504170837505,0.0
B8Y3FXPDX7UV091TL,2019-10-18,391.25,0.32142857142857145,4.083285714285714,4.061642857142857,24.714285714285715,22.464285714285715,0.0
B8Y3FXPDX7UV091TL,2019-10-19,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-10-20,354.0199999999999,13.359,3.691964,3.672666,27.836,26.006,0.0
B8Y3FXPDX7UV091TL,2019-10-21,340.8697563874034,0.16446821152703492,3.5505650623885923,3.5399257278669043,31.338086749851456,29.574569221628046,0.0
B8Y3FXPDX7UV091TL,2019-10-22,349.57738053097347,-2.374867256637168,3.641972389380531,3.630972389380531,31.210973451327433,28.661238938053096,0.0
B8Y3FXPDX7UV091TL,2019-10-23,351.25353691534593,3.0700038654812523,3.6603621955933514,3.648505991495942,28.911093931194433,26.91959798994975,0.0
B8Y3FXPDX7UV091TL,2019-10-24,341.14,-0.696734693877551,3.552807346938776,3.5438155102040816,31.700408163265305,30.008979591836734,0.0
B8Y3FXPDX7UV091TL,2019-10-25,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-10-26,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-10-27,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-10-28,341.1498342541436,-0.36386740331491707,3.553386740331492,3.5442325966850827,28.793370165745856,27.478453038674033,0.0
B8Y3FXPDX7UV091TL,2019-10-29,350.3224260576563,-3.101123174840884,3.650039311119431,3.6390793710220892,29.780980906027704,27.71396480718832,0.0
B8Y3FXPDX7UV091TL,2019-10-30,nan,nan,nan,nan,nan,nan,0.0
B8Y3FXPDX7UV091TL,2019-10-31,348.1465185185185,-2.3274074074074074,3.6278,3.6163143703703704,31.15288888888889,28.60622222222222,0.0
B8Y3FXPDX7UV091TL,2019-11-01,391.2,0.0,4.0835,4.06175,23.0,19.0,0.0
B8Y3FXPDX7UV091TL,2019-11-02,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-03,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-04,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-05,344.8726528040327,5.3783868935097665,3.5940144927536237,3.5808015122873345,29.984877126654066,28.26086956521739,0.0
B8Y3FXPDX7UV091TL,2019-11-06,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-07,341.52625448028675,-0.4453405017921146,3.5582329749103945,3.546881720430107,27.566308243727597,26.124551971326166,0.0
B8Y3FXPDX7UV091TL,2019-11-08,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-09,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-10,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-11,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-12,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-13,362.5511861313868,-6.752007299270073,3.77931295620438,3.7663841240875917,26.057481751824817,24.652372262773724,0.0
B8Y3FXPDX7UV091TL,2019-11-14,345.9195895522388,5.145584577114427,3.6052674129353237,3.5913563432835818,27.03233830845771,25.41044776119403,0.0
B8Y3FXPDX7UV091TL,2019-11-15,340.86297297297295,0.17837837837837844,3.551367567567568,3.5407000000000006,28.251351351351353,26.786486486486485,0.0
B8Y3FXPDX7UV091TL,2019-11-16,351.1415327564895,-3.0823650597445402,3.6588339513803048,3.64780716934487,30.864441697569017,28.437577255871446,0.0
B8Y3FXPDX7UV091TL,2019-11-17,347.7218687872763,6.954473161033797,3.6227355864811135,3.6090119284294238,29.17395626242545,27.249502982107355,0.0
B8Y3FXPDX7UV091TL,2019-11-18,339.5,0.0,3.537,3.5260000000000002,26.0,23.0,0.0
B8Y3FXPDX7UV091TL,2019-11-19,341.23923215356933,0.6184763047390522,3.5552135572885417,3.5444127174565088,25.939412117576484,24.28974205158968,0.0
B8Y3FXPDX7UV091TL,2019-11-20,354.9432412790697,-0.38484738372093,3.699250363372093,3.685971656976744,26.328488372093023,24.202398255813954,0.0
B8Y3FXPDX7UV091TL,2019-11-21,341.8520145044319,-0.9467365028203063,3.5598211120064467,3.5508247381144233,26.547139403706687,24.755036261079773,0.0
B8Y3FXPDX7UV091TL,2019-11-22,340.1149892933618,2.8254104211277657,3.5424939329050678,3.5316552462526767,27.872234118486794,25.742326909350464,0.0
B8Y3FXPDX7UV091TL,2019-11-23,341.2975975975976,-0.5900900900900904,3.5546216216216227,3.5449819819819814,22.49249249249249,20.894894894894893,0.0
B8Y3FXPDX7UV091TL,2019-11-24,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-25,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-26,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-27,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-11-28,356.57936853565593,-0.1401197604790422,3.716727272727273,3.701675013609145,21.020141535111595,19.0141535111595,0.0
B8Y3FXPDX7UV091TL,2019-11-29,340.3695652173913,-1.9804347826086957,3.5451956521739127,3.532159420289855,19.81159420289855,18.246376811594203,0.0
B8Y3FXPDX7UV091TL,2019-11-30,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-01,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-02,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-03,362.5032627865961,-7.088888888888889,3.7780670194003525,3.765835097001764,22.094356261022927,20.49206349206349,0.0
B8Y3FXPDX7UV091TL,2019-12-04,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-05,345.6323935558112,4.684119677790564,3.6019942462600687,3.588219792865363,24.222669735327962,22.219217491369392,0.0
B8Y3FXPDX7UV091TL,2019-12-06,360.36468699839486,-6.057383627608346,3.7555272873194228,3.7434574638844302,22.05056179775281,20.12680577849117,0.0
B8Y3FXPDX7UV091TL,2019-12-07,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-08,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-09,391.05,0.0,4.0811875,4.060499999999999,15.5,14.0,0.0
B8Y3FXPDX7UV091TL,2019-12-10,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-11,382.875,8.40625,3.9963541666666664,3.970333333333334,17.25,15.916666666666666,0.0
B8Y3FXPDX7UV091TL,2019-12-12,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-13,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-14,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-15,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-16,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-17,367.9332552693208,4.211475409836065,3.838325526932085,3.8165292740046834,19.0327868852459,17.833723653395783,0.0
B8Y3FXPDX7UV091TL,2019-12-18,342.0740359897172,3.691088260497001,3.5648868894601544,3.5498277634961433,24.379605826906598,22.626392459297342,0.0
B8Y3FXPDX7UV091TL,2019-12-19,350.6049351735675,-3.3336260978670014,3.6536281890422413,3.6414408197406942,23.939774153074026,21.87871183605186,0.0
B8Y3FXPDX7UV091TL,2019-12-20,362.5100694444444,20.163194444444443,3.7823819444444444,3.761194444444444,23.00347222222222,20.631944444444443,0.0
B8Y3FXPDX7UV091TL,2019-12-21,345.99722222222226,2.988888888888889,3.6028333333333333,3.5958888888888896,10.0,8.0,0.0
B8Y3FXPDX7UV091TL,2019-12-22,338.5066265060241,7.254819277108433,3.5253493975903614,3.5143614457831327,19.879518072289155,18.10843373493976,0.0
B8Y3FXPDX7UV091TL,2019-12-23,339.71406249999995,2.8572916666666663,3.537484375,3.5278098958333337,16.119791666666668,14.583333333333334,0.0
B8Y3FXPDX7UV091TL,2019-12-24,341.7628571428571,-1.555142857142857,3.560365714285714,3.5478799999999993,17.465714285714284,15.845714285714285,0.0
B8Y3FXPDX7UV091TL,2019-12-25,360.0362706530291,-6.036664044059795,3.7520472069236828,3.740425649095201,20.273800157356412,18.91188040912667,0.0
B8Y3FXPDX7UV091TL,2019-12-26,391.0,0.0,4.081,4.061,19.0,17.0,0.0
B8Y3FXPDX7UV091TL,2019-12-27,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-28,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-29,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-30,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2019-12-31,nan,nan,nan,nan,nan,nan,nan
B8Y3FXPDX7UV091TL,2020-01-01,354.22954808806486,0.6166859791425259,3.6917276940903827,3.6793765932792586,25.567786790266513,23.79837775202781,0.0
B8Y3FXPDX7UV091TL,2020-01-02,345.275,4.23339552238806,3.597472014925373,3.583742537313433,25.149253731343283,22.919776119402986,0.0
V6S93H0J74PU2K7MG,2019-10-01,341.6979439252336,1.0558878504672897,3.5606429906542054,3.5479345794392523,30.889719626168223,29.43177570093458,0.0
V6S93H0J74PU2K7MG,2019-10-02,341.66743772241995,0.2234875444839858,3.5596049822064058,3.546818505338078,30.88612099644128,29.09608540925267,0.0
V6S93H0J74PU2K7MG,2019-10-03,nan,nan,nan,nan,nan,nan,nan
V6S93H0J74PU2K7MG,2019-10-04,nan,nan,nan,nan,nan,nan,nan
V6S93H0J74PU2K7MG,2019-10-05,342.29473684210524,-0.22151702786377678,3.566006191950464,3.5534752321981427,30.08359133126935,28.439628482972136,0.0
V6S93H0J74PU2K7MG,2019-10-06,342.1966351209253,0.3837539432176657,3.5649248159831752,3.553666140904311,32.63669821240799,30.321766561514195,0.0
V6S93H0J74PU2K7MG,2019-10-07,341.8662320730117,0.18363754889178596,3.5611825293350714,3.5490723598435463,30.986310299869622,29.488265971316817,0.0
V6S93H0J74PU2K7MG,2019-10-08,342.0140468227425,-0.508896321070234,3.5632474916387964,3.5505866220735784,28.066220735785954,26.48026755852843,0.0
V6S93H0J74PU2K7MG,2019-10-09,341.7773333333333,0.5462564102564104,3.561003076923077,3.5484656410256408,29.42051282051282,28.00307692307692,0.0
V6S93H0J74PU2K7MG,2019-10-10,341.7816608996539,0.6214532871972317,3.560884659746251,3.547583621683968,31.445213379469436,29.889273356401382,0.0
V6S93H0J74PU2K7MG,2019-10-11,341.8598101265822,1.7248417721518985,3.5621075949367094,3.549026898734178,31.223101265822784,29.57278481012658,0.0
V6S93H0J74PU2K7MG,2019-10-12,341.935020661157,-0.6699380165289256,3.562392561983471,3.549457644628099,31.86673553719008,30.330578512396695,0.0
V6S93H0J74PU2K7MG,2019-10-13,nan,nan,nan,nan,nan,nan,nan
V6S93H0J74PU2K7MG,2019-10-14,341.9657303370786,0.15370786516853926,3.562537640449438,3.5501247191011234,30.732584269662922,29.074719101123595,0.0
V6S93H0J74PU2K7MG,2019-10-15,342.13990016638934,1.2549750415973377,3.566181697171381,3.5530665557404326,28.282861896838604,26.616971713810315,0.0
V6S93H0J74PU2K7MG,2019-10-16,341.79022687609074,0.20898778359511347,3.5613276614310645,3.5510104712041883,31.43542757417103,29.57547993019197,0.0
V6S93H0J74PU2K7MG,2019-10-17,341.79132791327913,0.0032971996386630714,3.5608893405600726,3.550409665763324,30.92411924119241,28.94263775971093,0.0
V6S93H0J74PU2K7MG,2019-10-18,342.08687361419067,0.01796008869179606,3.5640532150776054,3.5538035476718406,31.964966740576497,30.328159645232816,0.0
V6S93H0J74PU2K7MG,2019-10-19,342.28492279745683,-0.5676203451407812,3.5664541326067214,3.555846503178928,30.404178019981835,28.574023614895548,0.0
V6S93H0J74PU2K7MG,2019-10-20,342.2512592592592,-0.7373333333333334,3.5662992592592593,3.555531851851852,30.84148148148148,29.374074074074073,0.0
V6S93H0J74PU2K7MG,2019-10-21,342.1471801925722,-0.18535075653370026,3.564731086657497,3.5537682255845944,30.398899587345255,28.796423658872076,0.0
V6S93H0J74PU2K7MG,2019-10-22,344.76439790575915,-0.009349289454002346,3.592500373971578,3.580709050112192,30.829468960359012,29.12490650710546,0.0
V6S93H0J74PU2K7MG,2019-10-23,340.4892004153686,0.0190031152647974,3.5481433021806854,3.5349148494288682,29.711318795430945,28.102803738317757,0.0
V6S93H0J74PU2K7MG,2019-10-24,340.904295403165,-0.08794272795779963,3.5516299924642047,3.539807837226828,31.47550866616428,29.903541823662398,0.0
V6S93H0J74PU2K7MG,2019-10-25,341.4816840277778,0.3197916666666666,3.558839409722222,3.5458784722222223,31.216145833333332,29.71527777777778,0.0
V6S93H0J74PU2K7MG,2019-10-26,nan,nan,nan,nan,nan,nan,nan
V6S93H0J74PU2K7MG,2019-10-27,341.06392111368905,0.4097447795823665,3.554142691415313,3.5404361948955914,27.251740139211137,25.573085846867748,0.0
V6S93H0J74PU2K7MG,2019-10-28,342.23984149855903,0.24920749279538898,3.5661757925072046,3.554053674351585,29.645533141210375,28.045749279538907,0.0
V6S93H0J74PU2K7MG,2019-10-29,341.9307891332471,-0.08667529107373853,3.5628589909443726,3.551216472617508,30.939197930142303,29.321259163432515,0.0
V6S93H0J74PU2K7MG,2019-10-30,342.2715555555555,-0.0780444444444444,3.5668462222222224,3.554761777777778,29.547555555555554,28.044444444444444,0.0
V6S93H0J74PU2K7MG,2019-10-31,342.1032766225582,0.08538122243226227,3.565378071833648,3.5530069313169506,31.110270951480782,29.56710775047259,0.0
V6S93H0J74PU2K7MG,2019-11-01,342.28254200146085,0.156172388604821,3.5677582176771367,3.555373265157049,28.928414901387875,27.430971512052594,0.0
V6S93H0J74PU2K7MG,2019-11-02,342.00779456193345,0.6909969788519639,3.5641353474320243,3.5537395770392752,29.38187311178248,27.895468277945618,0.0
V6S93H0J74PU2K7MG,2019-11-03,342.5260606060606,-0.9318518518518517,3.5683858585858585,3.5596228956228955,29.2013468013468,27.746801346801348,0.0
V6S93H0J74PU2K7MG,2019-11-04,341.6412698412698,0.2296296296296292,3.5581164021164025,3.5496084656084657,26.43915343915344,24.867724867724867,0.0
V6S93H0J74PU2K7MG,2019-11-05,342.7912408759124,-4.532116788321168,3.570175182481752,3.5618540145985405,19.605839416058394,18.496350364963504,0.0
V6S93H0J74PU2K7MG,2019-11-06,341.2528145695364,0.1915562913907285,3.554746688741722,3.545331125827815,25.596026490066226,23.58609271523179,0.0
V6S93H0J74PU2K7MG,2019-11-07,342.2072229140722,-0.5332503113325032,3.563262764632628,3.553316313823163,27.013698630136986,25.31755915317559,0.0
V6S93H0J74PU2K7MG,2019-11-08,341.0729752770673,0.14245524296675194,3.55331884057971,3.5443103154305198,28.10997442455243,26.59676044330776,0.0
V6S93H0J74PU2K7MG,2019-11-09,341.62924528301886,-0.6982704402515721,3.55853144654088,3.5486682389937108,26.303459119496857,24.50314465408805,0.0
V6S93H0J74PU2K7MG,2019-11-10,342.0966478014802,-0.6184153243360906,3.563701784936874,3.5539242490204614,29.145407052677406,27.472790596430126,0.0
V6S93H0J74PU2K7MG,2019-11-11,342.005534105534,-0.3503217503217505,3.5632007722007724,3.552392535392535,29.227799227799228,27.61003861003861,0.0
V6S93H0J74PU2K7MG,2019-11-12,341.9673427991886,-0.10236646382691007,3.5627160243407707,3.5527342799188646,29.93847194050034,28.176470588235293,0.0
V6S93H0J74PU2K7MG,2019-11-13,341.12303370786515,0.7932584269662923,3.554490168539326,3.543681179775281,27.334269662921347,25.832865168539325,0.0
V6S93H0J74PU2K7MG,2019-11-14,341.33892773892774,-0.317016317016317,3.556335664335664,3.5454755244755245,26.08974358974359,24.46969696969697,0.0
V6S93H0J74PU2K7MG,2019-11-15,341.6142091152814,-0.5642091152815016,3.559121983914209,3.5484584450402146,27.514745308310992,25.882037533512065,0.0
V6S93H0J74PU2K7MG,2019-11-16,342.2203504804974,-0.7318824194460148,3.565353306953081,3.55492651215376,32.28377614471453,30.79536461277558,0.0
V6S93H0J74PU2K7MG,2019-11-17,340.58446601941745,0.8563106796116504,3.5501067961165043,3.5368446601941756,26.844660194174757,25.184466019417474,0.0
V6S93H0J74PU2K7MG,2019-11-18,341.8251569037657,-0.6993200836820085,3.5622008368200837,3.5489932008368203,25.98326359832636,24.455020920502093,0.0
V6S93H0J74PU2K7MG,2019-11-19,341.301404853129,0.4415070242656448,3.5562618135376756,3.5447062579821202,25.637292464878673,23.721583652618136,0.0
V6S93H0J74PU2K7MG,2019-11-20,341.40512820512816,-1.0433846153846154,3.5566430769230766,3.5458020512820516,25.49230769230769,23.49948717948718,0.0
V6S93H0J74PU2K7MG,2019-11-21,341.88774243599687,-0.013576415826221877,3.5615484871993797,3.551133436772692,26.754848719937936,25.114817688130334,0.0
V6S93H0J74PU2K7MG,2019-11-22,342.5440631434454,-1.267604667124228,3.568733699382293,3.558550446122169,29.883321894303364,28.431708991077556,0.0
V6S93H0J74PU2K7MG,2019-11-23,341.3429292929293,-0.2686868686868687,3.557060606060606,3.545497474747475,25.957070707070706,24.29040404040404,0.0
V6S93H0J74PU2K7MG,2019-11-24,341.91816901408447,-0.6831690140845069,3.5621035211267604,3.551592253521127,30.501408450704226,28.720422535211267,0.0
V6S93H0J74PU2K7MG,2019-11-25,341.4890951276102,-1.351198762567672,3.5583495746326372,3.5448716163959784,25.54756380510441,22.928074245939676,0.0
V6S93H0J74PU2K7MG,2019-11-26,341.70453125,-1.28953125,3.5611999999999995,3.5471109375,25.340625,23.1015625,0.0
V6S93H0J74PU2K7MG,2019-11-27,341.8336859504132,-0.17712396694214882,3.56083173553719,3.549968595041322,25.75107438016529,24.197355371900827,0.0
V6S93H0J74PU2K7MG,2019-11-28,341.93723150357994,-0.0110381861575179,3.562800715990454,3.5510906921241054,24.736873508353224,22.490453460620525,0.0
V6S93H0J74PU2K7MG,2019-11-29,341.8887469084913,-0.37246496290189607,3.5610539983511953,3.550632728771641,25.819455894476505,24.070898598516077,0.0
V6S93H0J74PU2K7MG,2019-11-30,342.29433962264153,-0.028301886792452942,3.565088050314465,3.552735849056604,20.58490566037736,18.91194968553459,0.0
V6S93H0J74PU2K7MG,2019-12-01,340.8797904191616,-0.7285928143712577,3.5518413173652696,3.538314371257485,22.805389221556887,19.862275449101798,0.0
V6S93H0J74PU2K7MG,2019-12-02,341.4325063613231,-0.21965648854961822,3.5569821882951653,3.5454274809160307,24.44465648854962,22.431933842239186,0.0
V6S93H0J74PU2K7MG,2019-12-03,342.06641812446225,-0.07840550616575863,3.56338600516203,3.5531795239460853,25.711213077143675,23.77516489819329,0.0
V6S93H0J74PU2K7MG,2019-12-04,341.28625447112927,-0.6455288707204904,3.554359734287174,3.544548288196219,25.50076647930506,23.78180889115994,0.0
V6S93H0J74PU2K7MG,2019-12-05,341.9872277227723,-0.7362376237623763,3.563645544554455,3.552481188118812,25.666336633663366,23.967326732673268,0.0
V6S93H0J74PU2K7MG,2019-12-06,341.62260795935646,-0.012955122777307135,3.559,3.5472540220152413,25.251481795088907,23.354784081287043,0.0
V6S93H0J74PU2K7MG,2019-12-07,341.453707742639,-0.693893129770992,3.557211559432934,3.5451297709923666,25.559432933478735,23.820065430752454,0.0
V6S93H0J74PU2K7MG,2019-12-08,340.76768916155413,-0.24948875255623723,3.5494529652351736,3.5387806748466257,25.585889570552148,23.401840490797547,0.0
V6S93H0J74PU2K7MG,2019-12-09,340.66090395480217,0.8735593220338981,3.549055367231638,3.5380248587570615,24.45084745762712,22.548022598870055,0.0
V6S93H0J74PU2K7MG,2019-12-10,340.9105994787141,0.09669852302345777,3.5511494352736745,3.540099044309297,25.81407471763684,24.06776715899218,0.0
V6S93H0J74PU2K7MG,2019-12-11,341.6667748215444,-0.8456846203763788,3.5600045425048674,3.548963011031797,26.19013627514601,24.610642439974043,0.0
V6S93H0J74PU2K7MG,2019-12-12,341.77972204674666,0.048957675300063244,3.560577384712571,3.5489039797852175,25.72520530638029,24.12318382817435,0.0
V6S93H0J74PU2K7MG,2019-12-13,341.8303123399897,0.39825908858166903,3.56089452124936,3.550412186379928,26.17767537122376,24.42601126472094,0.0
V6S93H0J74PU2K7MG,2019-12-14,341.91823972206134,0.656629994209612,3.563382744643891,3.551605095541401,25.328894035900404,23.872032426172552,0.0
V6S93H0J74PU2K7MG,2019-12-15,341.8532258064516,-0.5478494623655913,3.561090053763441,3.5493655913978497,24.009408602150536,21.516129032258064,0.0
V6S93H0J74PU2K7MG,2019-12-16,341.70815939278936,-0.1984187223276408,3.559530676786844,3.549033523086654,27.456040480708413,25.850094876660343,0.0
V6S93H0J74PU2K7MG,2019-12-17,342.04373503591376,-0.2019154030327215,3.56249201915403,3.552824820430966,26.702713487629687,24.5415003990423,0.0
V6S93H0J74PU2K7MG,2019-12-18,341.44523809523804,0.0025793650793647636,3.557934523809524,3.544569444444445,24.400793650793652,21.900793650793652,0.0
V6S93H0J74PU2K7MG,2019-12-19,341.47416044776116,-0.8304104477611942,3.5577276119402987,3.545226679104478,23.88152985074627,21.53731343283582,0.0
V6S93H0J74PU2K7MG,2019-12-20,341.831376146789,-0.12770642201834861,3.561977981651377,3.548453211009174,18.642201834862384,15.53211009174312,0.0
V6S93H0J74PU2K7MG,2019-12-21,340.985373608903,0.5033386327503974,3.5534054054054054,3.5399364069952304,20.87281399046105,18.190779014308426,0.0
V6S93H0J74PU2K7MG,2019-12-22,342.20802675585276,0.43913043478260894,3.567112040133779,3.554966555183946,23.68561872909699,21.877926421404684,0.0
V6S93H0J74PU2K7MG,2019-12-23,340.98423357664234,-0.3334306569343067,3.5526072992700732,3.540986861313869,24.113868613138685,21.823357664233576,0.0
V6S93H0J74PU2K7MG,2019-12-24,341.79852546916885,0.4942359249329759,3.560001340482574,3.549593833780161,23.683646112600535,21.900804289544237,0.0
V6S93H0J74PU2K7MG,2019-12-25,341.94046618265185,-0.741994650363011,3.56149560565533,3.55157317539167,26.340084065724113,24.637753152464654,0.0
V6S93H0J74PU2K7MG,2019-12-26,341.8434003496503,0.60118006993007,3.560724213286713,3.550487762237762,25.35270979020979,23.43312937062937,0.0
V6S93H0J74PU2K7MG,2019-12-27,341.96708941027265,0.11978440076093826,3.5630158528852247,3.5515542168674696,24.95117311350666,22.58275206087508,0.0
V6S93H0J74PU2K7MG,2019-12-28,341.6534308211473,0.2167604049493813,3.5594521934758157,3.5487322834645667,24.336332958380204,21.52530933633296,0.0
V6S93H0J74PU2K7MG,2019-12-29,341.8195827232796,-0.28440702781844807,3.5603649341142027,3.549637262079063,26.637262079062957,24.36163982430454,0.0
V6S93H0J74PU2K7MG,2019-12-30,341.6280917280917,0.9054873054873056,3.5592293202293206,3.54857411957412,25.244881244881245,23.486486486486488,0.0
V6S93H0J74PU2K7MG,2019-12-31,341.9212850409327,0.23574795336144888,3.5617792111138677,3.551459191267676,26.046886628628133,22.878690151327213,0.0
V6S93H0J74PU2K7MG,2020-01-01,341.5904844290657,-1.4887543252595157,3.5592923875432523,3.5458408304498272,23.57439446366782,20.538062283737023,0.0
V6S93H0J74PU2K7MG,2020-01-02,341.7414106939704,-1.5398179749715586,3.5605278725824796,3.5498361774744027,24.22980659840728,22.07622298065984,0.0
RWAL4M3H8SVB867ET,2019-10-01,354.05951529598724,-0.061243543901470014,3.6967951926897094,3.681142431466031,31.406038935240364,28.755264203416765,0.0
RWAL4M3H8SVB867ET,2019-10-02,341.3947909527073,-0.11686086360520907,3.5626305688827964,3.5505215901302263,31.5407813570939,29.651816312542838,0.0
RWAL4M3H8SVB867ET,2019-10-03,341.80778790389394,-1.1190555095277546,3.5675310687655344,3.5545932062966035,33.33719966859984,31.314830157415077,0.0
RWAL4M3H8SVB867ET,2019-10-04,nan,nan,nan,nan,nan,nan,0.0
RWAL4M3H8SVB867ET,2019-10-05,342.06515880654473,-0.19826756496631354,3.56902021174206,3.55709239653513,30.182868142444658,28.230991337824832,0.0
RWAL4M3H8SVB867ET,2019-10-06,352.9682969129379,-2.449462365591398,3.684472771418661,3.6708910856746444,30.86125563648977,27.78251821019771,0.0
RWAL4M3H8SVB867ET,2019-10-07,352.9243042671614,1.0787755102040815,3.6845265306122443,3.6695217068645642,29.686456400742117,27.6,0.0
RWAL4M3H8SVB867ET,2019-10-08,365.2934281650071,0.17738264580369817,3.815573257467994,3.7966375533428165,28.150213371266002,25.79886201991465,0.0
RWAL4M3H8SVB867ET,2019-10-09,369.8373920197449,-1.0989716166186754,3.863739819004526,3.843666186754422,29.05409296585767,26.48539695598519,0.0
RWAL4M3H8SVB867ET,2019-10-10,368.11373766898055,0.9288637194008038,3.8459210814760687,3.8253116550968214,28.482279868469128,26.29850200949945,0.0
RWAL4M3H8SVB867ET,2019-10-11,369.8604356306892,0.37548764629388803,3.8640406371911578,3.8439203511053313,28.521781534460338,26.14856957087126,0.0
RWAL4M3H8SVB867ET,2019-10-12,354.30902518656717,0.3239972014925377,3.6988057369402987,3.683152052238806,30.525652985074625,28.10517723880597,0.0
RWAL4M3H8SVB867ET,2019-10-13,362.8222929936305,0.44677990092002845,3.788535975465912,3.771645435244161,29.43925454116537,26.874734607218684,0.0
RWAL4M3H8SVB867ET,2019-10-14,367.36708902967655,0.6709903301100367,3.8369659886628877,3.8180370123374465,28.849949983327775,26.354784928309435,0.0
RWAL4M3H8SVB867ET,2019-10-15,358.94576367242837,0.03862283933125536,3.7476219892320772,3.7321844715216774,28.316520260697082,26.056673278549162,0.0
RWAL4M3H8SVB867ET,2019-10-16,340.94302816901404,0.7566197183098592,3.557447183098591,3.5454323943661965,32.93943661971831,30.988732394366195,0.0
